City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
324,Nuuk,0,GL,1583029287,65,64.18,-51.72,257.15,4.1
325,Qui Nhon,1,VN,1583029287,69,13.77,109.23,300.36,1.39
326,Sur,0,OM,1583029287,48,22.57,59.53,293.01,2.33
327,Okhotsk,0,RU,1583029287,74,59.38,143.3,263.32,3.94
328,Carbonia,20,IT,1583029288,87,39.17,8.52,281.15,1.0
329,Horadiz,67,AZ,1583029288,93,39.45,47.34,279.15,3.1
330,São João da Barra,100,BR,1583029288,94,-21.64,-41.05,296.48,1.46
331,Nishihara,75,JP,1583029288,86,26.18,127.76,298.15,6.2
332,Loralai,0,PK,1583029288,62,30.37,68.6,282.26,1.27
333,Souillac,40,MU,1583029288,94,-20.52,57.52,298.15,1.55
334,Kuching,40,MY,1583029289,83,1.55,110.33,302.15,3.6
335,Gao,0,ML,1583029289,11,16.64,1.64,295.67,4.93
336,Hostotipaquillo,0,MX,1583029289,47,21.07,-104.07,292.92,2.0
337,Ouallam,0,NE,1583029289,11,14.32,2.09,297.84,4.2
338,Laï,0,TD,1583029289,23,9.4,16.3,297.73,1.64
339,Namatanai,96,PG,1583029289,70,-3.67,152.43,302.86,3.23
340,Vila Velha,75,BR,1583029232,94,-20.33,-40.29,298.15,1.5
341,Gayny,100,RU,1583029290,94,60.31,54.32,268.86,4.78
342,Glendive,90,US,1583029290,86,47.11,-104.71,276.15,10.3
343,Sehithwa,99,BW,1583029290,66,-20.47,22.72,294.31,5.64
344,São Borja,0,BR,1583029290,35,-28.66,-56.0,293.61,3.4
345,Nicolás Bravo,31,MX,1583029290,74,18.45,-88.92,291.96,2.3
346,Mandera,59,KE,1583029291,69,3.94,41.87,296.86,3.52
347,La Asuncion,17,VE,1583029291,78,11.03,-63.86,299.15,7.7
348,Petrove,0,UA,1583029291,80,48.32,33.26,272.15,2.0
349,Rabo de Peixe,75,PT,1583029291,93,37.8,-25.58,289.15,7.2
350,Berlevåg,100,NO,1583029292,71,70.86,29.09,271.88,7.07
351,Ozuluama de Mascareñas,75,MX,1583029292,77,21.67,-97.85,294.15,5.1
352,Beyneu,0,KZ,1583029292,82,45.32,55.2,275.92,2.19
353,Sladkovo,89,RU,1583029292,88,55.53,70.34,266.41,4.14
354,Nhulunbuy,40,AU,1583029292,70,-12.23,136.77,304.15,2.6
355,Zhezkazgan,75,KZ,1583029293,92,47.8,67.71,264.15,5.0
356,Sarmizegetusa,100,RO,1583029293,61,45.52,22.78,273.27,2.96
357,Paita,92,PE,1583029293,75,-5.09,-81.11,298.57,4.41
358,Mastic Beach,1,US,1583029104,38,40.77,-72.85,271.15,4.6
359,Oyama,40,JP,1583029293,44,36.3,139.8,293.15,1.5
360,Tyumentsevo,98,RU,1583029265,92,53.32,81.5,269.39,2.46
361,Bengkulu,100,ID,1583029294,58,-3.8,102.27,304.77,0.25
362,Ambon City,40,ID,1583029294,63,-3.7,128.18,306.15,3.6
363,Manzhouli,91,CN,1583029294,89,49.6,117.43,261.65,1.77
364,Kavaratti,100,IN,1583029294,68,10.57,72.64,301.6,1.98
365,Havre-St-Pierre,90,CA,1583029295,85,50.23,-63.6,265.15,3.6
366,Aksarka,100,RU,1583029295,94,66.56,67.8,270.73,11.15
367,Onguday,0,RU,1583029295,73,50.75,86.15,266.81,0.34
368,Isla Mujeres,40,MX,1583029295,64,21.23,-86.73,293.15,1.5
369,Hasaki,75,JP,1583029295,50,35.73,140.83,288.15,3.6
370,Dudinka,100,RU,1583029295,77,69.41,86.18,259.15,9.0
